Customer_ID,Visit_Date,Park_Location,Customer_Type,Group_Size,Ticket_Type,Booking_Channel,Campaign_Source,Discount_Percent,Season,Is_Weekend,Ticket_Revenue_INR,FnB_Spend_INR,Merchandise_Spend_INR,Total_Revenue_INR,Repeat_Visitor,Satisfaction_Score,At_Risk_Customer
WON100880,2025-08-01,Bangalore,Couple,2,Regular,Walk-in,Social Media Ad,15,Monsoon,No,1632.0,393.21,69.93,2095.14,No,3.3,No
WON102470,2025-08-01,Bangalore,Family,6,Combo (Park+Resort),Travel Agent/OTA,None (Organic),0,Monsoon,No,18240.0,2384.4,640.72,21265.12,No,2.8,Yes
WON101046,2025-08-01,Hyderabad,School/College Group,53,Regular,Walk-in,Search/SEM,0,Monsoon,No,50880.0,23520.18,12365.75,86765.93,No,4.6,No
WON102566,2025-08-01,Kochi,Friends Group,6,Regular,Walk-in,Social Media Ad,15,Monsoon,No,4896.0,1465.98,749.58,7111.56,No,1.7,Yes
WON101332,2025-08-01,Kochi,School/College Group,40,Season Pass,Walk-in,Email Campaign,10,Monsoon,No,129600.0,12114.35,10429.09,152143.44,No,3.1,No
WON101032,2025-08-01,Bangalore,Friends Group,7,Regular,Walk-in,None (Organic),0,Monsoon,No,6720.0,1464.87,1963.34,10148.21,Yes,2.7,No
WON101071,2025-08-01,Bangalore,Friends Group,5,Fast Track,Corporate Tie-up,Social Media Ad,15,Monsoon,No,7480.0,2294.79,12.82,9787.61,No,3.0,No
WON101094,2025-08-01,Kochi,Couple,2,Regular,Corporate Tie-up,Referral,15,Monsoon,No,1632.0,475.72,592.13,2699.85,No,3.6,No
WON101231,2025-08-01,Bangalore,Family,3,Fast Track,Mobile App,Social Media Ad,20,Monsoon,No,4224.0,1090.59,1161.97,6476.56,No,3.2,No
WON102821,2025-08-01,Kochi,Couple,2,Season Pass,Travel Agent/OTA,Email Campaign,15,Monsoon,No,6120.0,962.41,482.77,7565.18,Yes,3.6,No
WON101089,2025-08-01,Hyderabad,Friends Group,5,Season Pass,Walk-in,Offline/Hoarding,15,Monsoon,No,15300.0,2306.03,420.98,18027.01,Yes,3.2,No
WON100776,2025-08-01,Hyderabad,Friends Group,7,Regular,Website,Referral,15,Monsoon,No,5712.0,3179.31,590.37,9481.68,Yes,3.9,No
WON101554,2025-08-01,Bangalore,Friends Group,4,Regular,Mobile App,None (Organic),0,Monsoon,No,3840.0,2190.22,159.96,6190.18,No,3.6,No
WON101608,2025-08-01,Kochi,Friends Group,8,Regular,Travel Agent/OTA,None (Organic),0,Monsoon,No,7680.0,2249.19,2790.03,12719.22,No,2.4,Yes
WON102910,2025-08-01,Kochi,Friends Group,8,Regular,Travel Agent/OTA,None (Organic),0,Monsoon,No,7680.0,1814.1,869.23,10363.33,No,3.7,No
WON102020,2025-08-01,Hyderabad,Couple,2,Regular,Walk-in,Social Media Ad,20,Monsoon,No,1536.0,679.56,127.36,2342.92,No,3.4,No
WON100887,2025-08-02,Bangalore,Couple,2,Regular,Walk-in,Offline/Hoarding,15,Monsoon,Yes,1795.2,1062.07,76.24,2933.51,No,2.8,Yes
WON102268,2025-08-02,Kochi,Family,5,Season Pass,Walk-in,None (Organic),0,Monsoon,Yes,19800.0,2309.62,1909.15,24018.77,No,3.3,No
WON101066,2025-08-02,Kochi,Couple,2,Season Pass,Mobile App,Social Media Ad,10,Monsoon,Yes,7128.0,905.17,432.24,8465.41,Yes,2.6,No
WON100663,2025-08-02,Kochi,Couple,2,Regular,Mobile App,None (Organic),0,Monsoon,Yes,2112.0,941.8,776.61,3830.41,No,4.2,No
WON100158,2025-08-02,Bangalore,Friends Group,5,Fast Track,Walk-in,Search/SEM,10,Monsoon,Yes,8712.0,2290.08,475.9,11477.98,No,2.9,Yes
WON100151,2025-08-02,Bangalore,Couple,2,Fast Track,Mobile App,Offline/Hoarding,0,Monsoon,Yes,3872.0,759.02,219.84,4850.86,Yes,4.5,No
WON100215,2025-08-02,Hyderabad,School/College Group,37,Regular,Travel Agent/OTA,None (Organic),0,Monsoon,Yes,39072.0,10467.53,7069.04,56608.57,No,2.8,Yes
WON102694,2025-08-02,Bangalore,Friends Group,8,Regular,Website,Social Media Ad,0,Monsoon,Yes,8448.0,3046.72,486.69,11981.41,No,2.5,Yes
WON102851,2025-08-02,Kochi,Couple,2,Combo (Park+Resort),Travel Agent/OTA,None (Organic),0,Monsoon,Yes,6688.0,452.25,207.81,7348.06,No,2.9,Yes
WON101490,2025-08-02,Kochi,Couple,2,Fast Track,Mobile App,None (Organic),0,Monsoon,Yes,3872.0,1203.7,284.16,5359.86,No,2.9,Yes
WON101390,2025-08-02,Bangalore,Family,4,Regular,Website,Social Media Ad,0,Monsoon,Yes,4224.0,2416.34,1222.35,7862.69,No,1.6,Yes
WON102076,2025-08-02,Bangalore,Family,6,Regular,Travel Agent/OTA,Referral,10,Monsoon,Yes,5702.4,3618.74,1589.5,10910.64,No,2.5,Yes
WON102981,2025-08-02,Hyderabad,Corporate Group,54,Regular,Website,Email Campaign,0,Monsoon,Yes,57024.0,19970.69,12664.76,89659.45,Yes,3.0,No
WON102239,2025-08-02,Hyderabad,Couple,2,Combo (Park+Resort),Walk-in,Referral,0,Monsoon,Yes,6688.0,641.92,75.1,7405.02,Yes,3.9,No
WON102155,2025-08-02,Hyderabad,Family,3,Regular,Mobile App,Social Media Ad,15,Monsoon,Yes,2692.8,289.02,828.9,3810.72,No,2.2,Yes
WON101369,2025-08-02,Bangalore,Couple,2,Regular,Website,Offline/Hoarding,15,Monsoon,Yes,1795.2,836.01,588.19,3219.4,No,1.4,Yes
WON100585,2025-08-02,Bangalore,Family,6,Regular,Website,Email Campaign,15,Monsoon,Yes,5385.6,1597.09,729.21,7711.9,No,3.4,No
WON101561,2025-08-02,Bangalore,Family,3,Fast Track,Travel Agent/OTA,Social Media Ad,15,Monsoon,Yes,4936.8,1039.96,348.46,6325.22,No,2.5,Yes
WON101635,2025-08-02,Kochi,Family,5,Combo (Park+Resort),Website,Offline/Hoarding,0,Monsoon,Yes,16720.0,1581.59,1218.3,19519.89,No,3.0,No
WON101719,2025-08-02,Bangalore,Family,6,Season Pass,Walk-in,None (Organic),0,Monsoon,Yes,23760.0,2890.31,184.79,26835.1,No,3.0,No
WON100248,2025-08-02,Kochi,Family,5,Regular,Website,Referral,0,Monsoon,Yes,5280.0,2046.8,1428.62,8755.42,No,3.0,No
WON100189,2025-08-03,Hyderabad,Couple,2,Regular,Corporate Tie-up,None (Organic),15,Monsoon,Yes,1795.2,533.04,462.88,2791.12,Yes,4.3,No
WON100889,2025-08-03,Kochi,Friends Group,8,Regular,Walk-in,None (Organic),0,Monsoon,Yes,8448.0,891.26,738.13,10077.39,No,2.0,Yes
WON100962,2025-08-03,Bangalore,Family,6,Regular,Website,Social Media Ad,10,Monsoon,Yes,5702.4,1559.53,1979.52,9241.45,No,2.5,Yes
WON100225,2025-08-03,Kochi,Couple,2,Regular,Website,None (Organic),0,Monsoon,Yes,2112.0,909.26,616.11,3637.37,No,3.4,No
WON102728,2025-08-03,Bangalore,Couple,2,Regular,Website,Social Media Ad,0,Monsoon,Yes,2112.0,1279.0,546.23,3937.23,No,3.1,No
WON100155,2025-08-03,Bangalore,Corporate Group,19,Regular,Mobile App,None (Organic),0,Monsoon,Yes,20064.0,10818.5,2209.89,33092.39,Yes,3.1,No
WON100637,2025-08-03,Kochi,Family,5,Regular,Travel Agent/OTA,Social Media Ad,15,Monsoon,Yes,4488.0,1979.02,0.0,6467.02,No,2.7,Yes
WON102785,2025-08-03,Kochi,Family,5,Regular,Website,None (Organic),0,Monsoon,Yes,5280.0,1953.48,1759.96,8993.44,Yes,2.8,No
WON102767,2025-08-03,Bangalore,Couple,2,Fast Track,Mobile App,Social Media Ad,10,Monsoon,Yes,3484.8,961.93,329.12,4775.85,No,2.6,Yes
WON101753,2025-08-03,Kochi,Corporate Group,42,Regular,Travel Agent/OTA,Social Media Ad,0,Monsoon,Yes,44352.0,18299.84,0.0,62651.84,No,2.7,Yes
WON101276,2025-08-03,Kochi,Friends Group,7,Fast Track,Travel Agent/OTA,Social Media Ad,15,Monsoon,Yes,11519.2,1036.93,265.1,12821.23,No,3.3,No
WON102415,2025-08-03,Hyderabad,Family,5,Fast Track,Mobile App,Search/SEM,15,Monsoon,Yes,8228.0,2641.91,958.99,11828.9,No,2.6,Yes
WON100666,2025-08-03,Bangalore,Couple,2,Regular,Website,Social Media Ad,15,Monsoon,Yes,1795.2,205.31,260.7,2261.21,No,3.3,No
WON100693,2025-08-03,Bangalore,Family,6,Regular,Walk-in,Social Media Ad,20,Monsoon,Yes,5068.8,1652.58,0.0,6721.38,Yes,2.8,No
WON101887,2025-08-03,Kochi,Family,3,Fast Track,Travel Agent/OTA,Offline/Hoarding,0,Monsoon,Yes,5808.0,1624.85,929.42,8362.27,No,3.8,No
WON102223,2025-08-03,Bangalore,Family,6,Season Pass,Website,Offline/Hoarding,0,Monsoon,Yes,23760.0,1660.68,1697.79,27118.47,Yes,2.9,No
WON102588,2025-08-03,Kochi,Solo,1,Regular,Walk-in,Search/SEM,15,Monsoon,Yes,897.6,537.79,216.16,1651.55,Yes,3.4,No
WON101845,2025-08-03,Bangalore,Family,3,Fast Track,Travel Agent/OTA,Social Media Ad,15,Monsoon,Yes,4936.8,1284.97,953.3,7175.07,Yes,3.8,No
WON101518,2025-08-03,Bangalore,Friends Group,8,Regular,Corporate Tie-up,Email Campaign,20,Monsoon,Yes,6758.4,2722.13,1622.24,11102.77,No,2.7,Yes
WON100988,2025-08-03,Bangalore,Family,3,Regular,Walk-in,None (Organic),0,Monsoon,Yes,3168.0,1455.13,442.49,5065.62,No,2.6,Yes
WON102039,2025-08-04,Bangalore,Family,6,Combo (Park+Resort),Corporate Tie-up,Search/SEM,15,Monsoon,No,15504.0,2736.05,1115.65,19355.7,No,3.1,No
WON101855,2025-08-04,Bangalore,Family,5,Regular,Travel Agent/OTA,Email Campaign,10,Monsoon,No,4320.0,2150.44,187.23,6657.67,No,2.4,Yes
WON102471,2025-08-04,Bangalore,Friends Group,8,Regular,Corporate Tie-up,Social Media Ad,15,Monsoon,No,6528.0,2456.6,1055.87,10040.47,No,3.0,No
WON102625,2025-08-04,Bangalore,Family,6,Combo (Park+Resort),Website,Social Media Ad,10,Monsoon,No,16416.0,2127.6,750.86,19294.46,Yes,3.4,No
WON102847,2025-08-04,Hyderabad,School/College Group,36,Regular,Travel Agent/OTA,Search/SEM,0,Monsoon,No,34560.0,10927.72,9303.72,54791.44,No,3.1,No
WON101374,2025-08-04,Hyderabad,Corporate Group,57,Regular,Website,None (Organic),0,Monsoon,No,54720.0,17767.32,9804.6,82291.92,No,2.8,Yes
WON100629,2025-08-04,Kochi,Friends Group,5,Regular,Website,None (Organic),0,Monsoon,No,4800.0,1037.3,236.41,6073.71,No,3.4,No
WON102001,2025-08-04,Bangalore,School/College Group,42,Fast Track,Travel Agent/OTA,Referral,15,Monsoon,No,62832.0,12549.02,1207.95,76588.97,No,2.7,Yes
WON101320,2025-08-04,Bangalore,Solo,1,Regular,Walk-in,Email Campaign,10,Monsoon,No,864.0,472.23,236.11,1572.34,No,4.3,No
WON102003,2025-08-04,Kochi,Couple,2,Regular,Website,Social Media Ad,10,Monsoon,No,1728.0,1111.97,631.1,3471.07,No,4.4,No
WON100537,2025-08-04,Bangalore,Family,5,Regular,Mobile App,None (Organic),0,Monsoon,No,4800.0,1558.01,775.7,7133.71,Yes,2.7,No
WON102810,2025-08-04,Bangalore,Family,4,Regular,Website,None (Organic),0,Monsoon,No,3840.0,2029.47,680.0,6549.47,No,2.6,Yes
WON102612,2025-08-04,Bangalore,Family,6,Regular,Website,Referral,10,Monsoon,No,5184.0,1736.35,879.2,7799.55,Yes,3.5,No
WON101008,2025-08-04,Hyderabad,Corporate Group,56,Regular,Website,Social Media Ad,10,Monsoon,No,48384.0,14098.93,3894.93,66377.86,No,3.6,No
WON101397,2025-08-04,Kochi,Family,6,Regular,Website,Social Media Ad,15,Monsoon,No,4896.0,1318.67,966.78,7181.45,No,2.8,Yes
WON100329,2025-08-04,Bangalore,Couple,2,Combo (Park+Resort),Website,None (Organic),0,Monsoon,No,6080.0,710.91,294.9,7085.81,Yes,3.1,No
WON100105,2025-08-04,Kochi,Family,6,Regular,Website,Social Media Ad,0,Monsoon,No,5760.0,2195.24,1232.47,9187.71,No,1.7,Yes
WON100319,2025-08-04,Kochi,Family,5,Regular,Mobile App,None (Organic),0,Monsoon,No,4800.0,1681.21,522.36,7003.57,No,2.6,Yes
WON100141,2025-08-04,Kochi,Family,3,Regular,Travel Agent/OTA,None (Organic),0,Monsoon,No,2880.0,595.07,433.48,3908.55,No,2.6,Yes
WON100762,2025-08-04,Bangalore,Friends Group,4,Regular,Travel Agent/OTA,Search/SEM,0,Monsoon,No,3840.0,1362.6,819.83,6022.43,No,3.5,No
WON100782,2025-08-04,Bangalore,Couple,2,Regular,Mobile App,None (Organic),0,Monsoon,No,1920.0,1063.18,455.28,3438.46,No,3.1,No
WON100044,2025-08-05,Kochi,Family,6,Regular,Website,Search/SEM,0,Monsoon,No,5760.0,268.68,2406.12,8434.8,No,4.3,No
WON100184,2025-08-05,Kochi,Solo,1,Fast Track,Mobile App,None (Organic),0,Monsoon,No,1760.0,283.26,108.81,2152.07,No,3.2,No
WON100579,2025-08-05,Bangalore,Family,5,Season Pass,Walk-in,None (Organic),0,Monsoon,No,18000.0,2557.32,2197.68,22755.0,No,3.0,No
WON100929,2025-08-05,Bangalore,Family,6,Regular,Mobile App,Offline/Hoarding,15,Monsoon,No,4896.0,1994.88,949.8,7840.68,No,4.4,No
WON102330,2025-08-05,Kochi,Solo,1,Combo (Park+Resort),Mobile App,Social Media Ad,0,Monsoon,No,3040.0,145.65,294.03,3479.68,No,3.8,No
WON102028,2025-08-05,Kochi,Family,3,Combo (Park+Resort),Website,Social Media Ad,0,Monsoon,No,9120.0,713.6,767.57,10601.17,No,2.8,Yes
WON101340,2025-08-05,Hyderabad,Friends Group,9,Regular,Website,None (Organic),0,Monsoon,No,8640.0,3335.98,691.03,12667.01,No,3.6,No
WON102280,2025-08-05,Kochi,School/College Group,52,Regular,Corporate Tie-up,None (Organic),15,Monsoon,No,42432.0,11511.48,12908.89,66852.37,No,2.6,Yes
WON100681,2025-08-05,Bangalore,Family,6,Season Pass,Walk-in,Social Media Ad,20,Monsoon,No,17280.0,2273.68,1390.97,20944.65,Yes,3.2,No
WON101525,2025-08-05,Bangalore,Friends Group,5,Regular,Walk-in,Social Media Ad,20,Monsoon,No,3840.0,1026.27,540.7,5406.97,No,4.1,No
WON102091,2025-08-05,Hyderabad,Friends Group,4,Regular,Walk-in,Social Media Ad,20,Monsoon,No,3072.0,1120.42,852.68,5045.1,No,2.8,Yes
WON101383,2025-08-05,Kochi,Solo,1,Combo (Park+Resort),Walk-in,None (Organic),0,Monsoon,No,3040.0,335.22,245.02,3620.24,No,2.8,Yes
WON100708,2025-08-05,Bangalore,Family,6,Regular,Website,Referral,15,Monsoon,No,4896.0,2174.24,723.5,7793.74,No,3.0,No
WON102067,2025-08-05,Kochi,Friends Group,9,Combo (Park+Resort),Walk-in,Search/SEM,0,Monsoon,No,27360.0,3900.11,1316.45,32576.56,No,1.8,Yes
WON101778,2025-08-05,Bangalore,Friends Group,5,Fast Track,Walk-in,Social Media Ad,15,Monsoon,No,7480.0,1538.68,19.37,9038.05,No,3.5,No
WON101543,2025-08-05,Kochi,Solo,1,Regular,Website,None (Organic),0,Monsoon,No,960.0,341.66,244.68,1546.34,No,1.8,Yes
WON102000,2025-08-06,Bangalore,Couple,2,Regular,Website,Offline/Hoarding,15,Monsoon,No,1632.0,840.3,377.84,2850.14,No,3.0,No
WON101976,2025-08-06,Bangalore,Friends Group,9,Combo (Park+Resort),Walk-in,Offline/Hoarding,20,Monsoon,No,21888.0,3241.38,2486.46,27615.84,No,3.4,No
WON101173,2025-08-06,Kochi,School/College Group,48,Regular,Mobile App,None (Organic),0,Monsoon,No,46080.0,17848.88,4053.4,67982.28,No,3.5,No
WON100975,2025-08-06,Kochi,Friends Group,6,Regular,Mobile App,Social Media Ad,0,Monsoon,No,5760.0,2984.73,1024.71,9769.44,No,3.2,No
WON102940,2025-08-06,Hyderabad,Couple,2,Regular,Corporate Tie-up,Search/SEM,25,Monsoon,No,1440.0,486.91,329.29,2256.2,No,3.4,No
WON100908,2025-08-06,Hyderabad,School/College Group,32,Combo (Park+Resort),Walk-in,Search/SEM,10,Monsoon,No,87552.0,3043.74,2591.96,93187.7,No,2.6,Yes
WON102446,2025-08-06,Kochi,Family,5,Regular,Corporate Tie-up,Offline/Hoarding,15,Monsoon,No,4080.0,383.37,803.11,5266.48,No,3.5,No
WON101747,2025-08-06,Bangalore,Family,4,Regular,Walk-in,Social Media Ad,15,Monsoon,No,3264.0,2148.5,884.82,6297.32,Yes,2.6,No
WON101812,2025-08-06,Kochi,Family,3,Fast Track,Website,Social Media Ad,15,Monsoon,No,4488.0,1798.79,549.49,6836.28,Yes,1.7,No
WON101129,2025-08-06,Hyderabad,Family,3,Regular,Walk-in,None (Organic),0,Monsoon,No,2880.0,347.68,1260.11,4487.79,No,2.9,Yes
WON102752,2025-08-06,Bangalore,Family,6,Fast Track,Travel Agent/OTA,Email Campaign,0,Monsoon,No,10560.0,2229.77,956.82,13746.59,Yes,3.9,No
WON102793,2025-08-06,Bangalore,Friends Group,6,Regular,Website,Email Campaign,10,Monsoon,No,5184.0,1644.47,2041.31,8869.78,No,2.9,Yes
WON100224,2025-08-06,Bangalore,Family,4,Fast Track,Travel Agent/OTA,Referral,10,Monsoon,No,6336.0,1455.26,572.3,8363.56,Yes,3.4,No
WON102025,2025-08-06,Bangalore,Family,6,Fast Track,Mobile App,Email Campaign,0,Monsoon,No,10560.0,3178.7,1596.11,15334.81,No,3.5,No
WON101652,2025-08-06,Hyderabad,Corporate Group,19,Regular,Website,Email Campaign,20,Monsoon,No,14592.0,8206.33,4050.83,26849.16,No,3.9,No
WON102190,2025-08-06,Bangalore,Family,5,Season Pass,Travel Agent/OTA,None (Organic),0,Monsoon,No,18000.0,1792.7,1500.02,21292.72,No,3.8,No
WON101118,2025-08-07,Bangalore,Family,3,Regular,Travel Agent/OTA,None (Organic),0,Monsoon,No,2880.0,1051.0,889.6,4820.6,No,4.0,No
WON100871,2025-08-07,Kochi,Corporate Group,23,Season Pass,Walk-in,None (Organic),0,Monsoon,No,82800.0,2923.24,5834.01,91557.25,No,5.0,No
WON102680,2025-08-07,Bangalore,Solo,1,Season Pass,Walk-in,Social Media Ad,0,Monsoon,No,3600.0,278.09,0.0,3878.09,Yes,3.9,No
WON100926,2025-08-07,Kochi,Friends Group,4,Regular,Walk-in,Email Campaign,0,Monsoon,No,3840.0,482.18,776.78,5098.96,No,2.5,Yes
WON102707,2025-08-07,Kochi,Friends Group,7,Regular,Travel Agent/OTA,Offline/Hoarding,10,Monsoon,No,6048.0,3007.92,0.0,9055.92,No,3.2,No
WON100911,2025-08-07,Bangalore,Family,6,Regular,Mobile App,Social Media Ad,0,Monsoon,No,5760.0,2300.86,976.31,9037.17,No,3.6,No
WON101144,2025-08-07,Hyderabad,School/College Group,29,Regular,Website,None (Organic),0,Monsoon,No,27840.0,11800.25,1632.92,41273.17,No,3.2,No
WON102596,2025-08-07,Bangalore,Corporate Group,52,Regular,Website,Email Campaign,0,Monsoon,No,49920.0,12737.39,8283.51,70940.9,No,2.9,Yes
WON101936,2025-08-07,Bangalore,Friends Group,6,Season Pass,Website,None (Organic),0,Monsoon,No,21600.0,2551.0,579.86,24730.86,Yes,3.5,No
WON100309,2025-08-07,Hyderabad,Friends Group,8,Regular,Website,None (Organic),0,Monsoon,No,7680.0,3515.34,2693.91,13889.25,No,3.8,No
WON100638,2025-08-07,Hyderabad,Couple,2,Fast Track,Travel Agent/OTA,None (Organic),0,Monsoon,No,3520.0,959.72,211.9,4691.62,No,2.0,Yes
WON100061,2025-08-07,Bangalore,Family,3,Season Pass,Website,Social Media Ad,0,Monsoon,No,10800.0,1082.75,568.87,12451.62,No,3.1,No
WON100717,2025-08-07,Bangalore,Couple,2,Regular,Corporate Tie-up,Search/SEM,25,Monsoon,No,1440.0,644.49,253.84,2338.33,No,2.7,Yes
WON101260,2025-08-07,Kochi,Friends Group,4,Regular,Walk-in,None (Organic),0,Monsoon,No,3840.0,678.4,0.0,4518.4,No,2.3,Yes
WON101412,2025-08-07,Kochi,Family,4,Combo (Park+Resort),Website,None (Organic),0,Monsoon,No,12160.0,2156.89,304.53,14621.42,Yes,3.1,No
WON102450,2025-08-07,Bangalore,Family,5,Regular,Website,Offline/Hoarding,0,Monsoon,No,4800.0,2301.05,203.82,7304.87,No,2.1,Yes
WON102617,2025-08-07,Bangalore,Friends Group,9,Regular,Website,Referral,10,Monsoon,No,7776.0,2168.86,2422.05,12366.91,No,2.5,Yes
WON101425,2025-08-07,Kochi,Friends Group,4,Regular,Corporate Tie-up,None (Organic),20,Monsoon,No,3072.0,1484.68,346.74,4903.42,No,2.4,Yes
WON101227,2025-08-08,Bangalore,Corporate Group,57,Combo (Park+Resort),Website,None (Organic),0,Monsoon,No,173280.0,13024.54,13294.7,199599.24,No,3.3,No
WON100527,2025-08-08,Hyderabad,Friends Group,7,Regular,Corporate Tie-up,None (Organic),15,Monsoon,No,5712.0,2886.69,1526.73,10125.42,No,3.7,No
WON102771,2025-08-08,Kochi,Solo,1,Combo (Park+Resort),Mobile App,None (Organic),0,Monsoon,No,3040.0,157.82,169.51,3367.33,No,3.8,No
WON101208,2025-08-08,Kochi,Family,3,Regular,Mobile App,Social Media Ad,0,Monsoon,No,2880.0,769.6,425.92,4075.52,No,2.8,Yes
WON101219,2025-08-08,Hyderabad,Friends Group,8,Season Pass,Walk-in,Offline/Hoarding,0,Monsoon,No,28800.0,1818.78,1714.25,32333.03,No,3.9,No
WON102607,2025-08-08,Bangalore,Family,4,Regular,Website,Email Campaign,20,Monsoon,No,3072.0,982.54,667.92,4722.46,No,3.7,No
WON102375,2025-08-08,Bangalore,School/College Group,50,Regular,Corporate Tie-up,Social Media Ad,20,Monsoon,No,38400.0,10774.08,7079.12,56253.2,No,3.1,No
WON101533,2025-08-08,Kochi,Family,4,Fast Track,Website,Social Media Ad,10,Monsoon,No,6336.0,711.75,538.27,7586.02,No,3.1,No
WON102958,2025-08-08,Kochi,School/College Group,77,Season Pass,Mobile App,Search/SEM,15,Monsoon,No,235620.0,42640.65,12876.15,291136.8,Yes,3.8,No
WON101358,2025-08-08,Kochi,Friends Group,9,Season Pass,Website,Referral,20,Monsoon,No,25920.0,1845.15,9.18,27774.33,No,5.0,No
WON100617,2025-08-08,Bangalore,Friends Group,8,Combo (Park+Resort),Website,Offline/Hoarding,0,Monsoon,No,24320.0,3324.74,461.46,28106.2,No,3.5,No
WON102108,2025-08-08,Kochi,Family,3,Regular,Travel Agent/OTA,Social Media Ad,10,Monsoon,No,2592.0,548.53,296.11,3436.64,No,3.0,No
WON102285,2025-08-08,Bangalore,Corporate Group,52,Combo (Park+Resort),Mobile App,Search/SEM,0,Monsoon,No,158080.0,8619.18,9989.91,176689.09,No,2.4,Yes
WON101596,2025-08-08,Bangalore,Couple,2,Regular,Corporate Tie-up,Referral,20,Monsoon,No,1536.0,750.32,346.96,2633.28,No,3.0,No
WON101972,2025-08-08,Bangalore,Couple,2,Season Pass,Mobile App,Referral,10,Monsoon,No,6480.0,716.3,0.0,7196.3,Yes,3.0,No
WON101954,2025-08-08,Kochi,Friends Group,4,Fast Track,Website,Email Campaign,15,Monsoon,No,5984.0,1163.0,990.3,8137.3,No,3.0,No
WON100935,2025-08-08,Kochi,Friends Group,5,Regular,Website,None (Organic),0,Monsoon,No,4800.0,1941.77,429.44,7171.21,No,4.2,No
WON101563,2025-08-08,Hyderabad,Couple,2,Fast Track,Website,Email Campaign,10,Monsoon,No,3168.0,874.28,259.03,4301.31,Yes,4.5,No
WON100992,2025-08-08,Bangalore,Solo,1,Regular,Website,None (Organic),0,Monsoon,No,960.0,195.79,33.28,1189.07,Yes,3.5,No
WON102480,2025-08-08,Kochi,Family,5,Season Pass,Corporate Tie-up,Referral,15,Monsoon,No,15300.0,2722.85,814.07,18836.92,Yes,3.5,No
WON100940,2025-08-08,Hyderabad,School/College Group,62,Regular,Walk-in,Offline/Hoarding,0,Monsoon,No,59520.0,2925.48,7434.2,69879.68,No,2.9,Yes
WON102316,2025-08-08,Kochi,Family,3,Combo (Park+Resort),Website,None (Organic),0,Monsoon,No,9120.0,1313.56,796.42,11229.98,No,3.0,No
WON102004,2025-08-08,Bangalore,Corporate Group,16,Fast Track,Walk-in,Search/SEM,0,Monsoon,No,28160.0,4965.34,3460.95,36586.29,Yes,3.3,No
WON100492,2025-08-08,Hyderabad,Family,6,Regular,Travel Agent/OTA,Email Campaign,10,Monsoon,No,5184.0,2508.29,501.6,8193.89,No,3.3,No
WON100487,2025-08-09,Kochi,Friends Group,8,Season Pass,Corporate Tie-up,Search/SEM,15,Monsoon,Yes,26928.0,4776.54,1393.44,33097.98,No,3.4,No
WON100149,2025-08-09,Kochi,School/College Group,21,Regular,Mobile App,None (Organic),0,Monsoon,Yes,22176.0,7540.91,3372.31,33089.22,No,3.4,No
WON100236,2025-08-09,Bangalore,Couple,2,Regular,Website,Referral,0,Monsoon,Yes,2112.0,707.72,218.62,3038.34,No,3.2,No
WON102176,2025-08-09,Hyderabad,Couple,2,Regular,Walk-in,None (Organic),0,Monsoon,Yes,2112.0,1079.98,484.54,3676.52,No,2.0,Yes
WON102897,2025-08-09,Bangalore,Family,5,Fast Track,Website,None (Organic),0,Monsoon,Yes,9680.0,3045.66,492.4,13218.06,No,2.4,Yes
WON102206,2025-08-09,Hyderabad,Friends Group,5,Fast Track,Corporate Tie-up,None (Organic),15,Monsoon,Yes,8228.0,3088.7,988.76,12305.46,No,2.8,Yes
WON102291,2025-08-09,Kochi,School/College Group,45,Fast Track,Walk-in,Email Campaign,0,Monsoon,Yes,87120.0,14357.92,0.0,101477.92,Yes,3.9,No
WON102525,2025-08-09,Hyderabad,Friends Group,6,Regular,Website,Search/SEM,15,Monsoon,Yes,5385.6,2164.14,1006.1,8555.84,No,2.6,Yes
WON100034,2025-08-09,Kochi,School/College Group,31,Combo (Park+Resort),Mobile App,Search/SEM,10,Monsoon,Yes,93297.6,11440.02,8136.34,112873.96,No,3.3,No
WON102861,2025-08-09,Kochi,School/College Group,47,Combo (Park+Resort),Website,None (Organic),0,Monsoon,Yes,157168.0,21260.09,4478.88,182906.97,No,2.8,Yes
WON101999,2025-08-09,Hyderabad,Corporate Group,18,Season Pass,Website,None (Organic),0,Monsoon,Yes,71280.0,5205.3,3846.04,80331.34,Yes,3.0,No
WON100601,2025-08-09,Bangalore,Couple,2,Regular,Mobile App,None (Organic),0,Monsoon,Yes,2112.0,0.0,0.0,2112.0,No,3.2,No
WON100323,2025-08-09,Kochi,Family,3,Regular,Walk-in,None (Organic),0,Monsoon,Yes,3168.0,1273.19,407.28,4848.47,No,3.3,No
WON100379,2025-08-09,Kochi,Family,6,Regular,Mobile App,Search/SEM,15,Monsoon,Yes,5385.6,3563.04,706.18,9654.82,No,2.2,Yes
WON102217,2025-08-09,Bangalore,Couple,2,Regular,Walk-in,None (Organic),0,Monsoon,Yes,2112.0,1182.32,272.83,3567.15,No,3.8,No
WON102868,2025-08-09,Kochi,Family,5,Combo (Park+Resort),Corporate Tie-up,Referral,25,Monsoon,Yes,12540.0,429.74,1502.9,14472.64,No,2.9,Yes
WON100064,2025-08-09,Kochi,Family,5,Season Pass,Mobile App,None (Organic),0,Monsoon,Yes,19800.0,2076.41,240.85,22117.26,No,2.8,Yes
